anime_id,anime_url,title,synopsis,genres,type,studio,aired_date,episodes,members,rating_class
45576,https://myanimelist.net45576,Anime Legend Chronicles Vol. 853,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 96],"Sci-Fi, Thriller, Slice of Life, Romance",OVA,Studio_Alpha_272,2009-11-24,14.0,327933,High
98569,https://myanimelist.net98569,Anime Legend Chronicles Vol. 854,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 16]","Romance, Adventure",TV,Studio_Alpha_197,2008-09-01,15.0,12129,Low
13162,https://myanimelist.net13162,Anime Legend Chronicles Vol. 855,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 18],"Thriller, Fantasy, Romance, Adventure",TV,Studio_Alpha_84,"Feb 26, 2017",21.0,117918,Low
38527,https://myanimelist.net38527,Anime Legend Chronicles Vol. 856,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 22],"Supernatural, Thriller, Adventure, Action",TV,Studio_Alpha_254,1996-01-11,12.0,1506,Low
70056,https://myanimelist.net70056,Anime Legend Chronicles Vol. 857,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 96]","Supernatural, Action",TV,Studio_Alpha_204,1994-11-19,4.0,3898,Low
39963,https://myanimelist.net39963,Anime Legend Chronicles Vol. 858,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 46],"Supernatural, Comedy, Action, Slice of Life",Special,Studio_Alpha_70,Dec 2003,15.0,1276,Low
66900,https://myanimelist.net66900,Anime Legend Chronicles Vol. 859,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 94],"Action, Slice of Life",TV,Studio_Alpha_322,Jul 2017,15.0,400224,Low
91251,https://myanimelist.net91251,Anime Legend Chronicles Vol. 860,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 29]",Romance,TV,Studio_Alpha_14,2011-09-05,5.0,15037,Low
81014,https://myanimelist.net81014,Anime Legend Chronicles Vol. 861,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 20],"Sci-Fi, Drama, Comedy, Action",TV,Studio_Alpha_89,1998-04-02,19.0,671,High
89529,https://myanimelist.net89529,Anime Legend Chronicles Vol. 862,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 94]","Drama, Thriller, Romance, Action",Movie,,"Feb 07, 2019",28.0,2179,Low
69123,https://myanimelist.net69123,Anime Legend Chronicles Vol. 863,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 54],"Adventure, Slice of Life",OVA,Studio_Alpha_123,Apr 1993,,27409,Low
16257,https://myanimelist.net16257,Anime Legend Chronicles Vol. 864,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 93],"Fantasy, Action, Supernatural",Movie,,Dec 2012,46.0,5633,Low
62066,https://myanimelist.net62066,Anime Legend Chronicles Vol. 865,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 26],"Thriller, Action, Drama",Movie,Studio_Alpha_61,Nov 2010,13.0,3983,High
98617,https://myanimelist.net98617,Anime Legend Chronicles Vol. 866,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 20]","Comedy, Sci-Fi, Fantasy, Thriller",TV,Toei Animation,"Jan 13, 1997",19.0,1308,Low
24734,https://myanimelist.net24734,Anime Legend Chronicles Vol. 867,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 81],"Supernatural, Drama, Sci-Fi",Special,,Mar 2017,23.0,121124,Low
76497,https://myanimelist.net76497,Anime Legend Chronicles Vol. 868,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 92],"Drama, Supernatural, Adventure, Slice of Life",TV,Studio_Alpha_146,2020-09-14,28.0,178897,High
31708,https://myanimelist.net31708,Anime Legend Chronicles Vol. 869,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 26],"Fantasy, Drama, Comedy, Adventure",TV,Studio_Alpha_186,2013-03-13,8.0,100167,Low
84992,https://myanimelist.net84992,Anime Legend Chronicles Vol. 870,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 21]","Sci-Fi, Adventure, Slice of Life",OVA,Studio_Alpha_74,Apr 2015,19.0,181633,Low
91058,https://myanimelist.net91058,Anime Legend Chronicles Vol. 871,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 75],"Adventure, Comedy, Sci-Fi",TV,Studio_Alpha_31,1992-03-18,9.0,23185,Low
46792,https://myanimelist.net46792,Anime Legend Chronicles Vol. 872,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 12],Fantasy,OVA,Studio_Alpha_329,2009-06-30,6.0,7731,High
80893,https://myanimelist.net80893,Anime Legend Chronicles Vol. 873,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 49],"Romance, Comedy, Adventure, Thriller",TV,Studio_Alpha_151,2006-01-09,11.0,353,Low
43953,https://myanimelist.net43953,Anime Legend Chronicles Vol. 874,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 37],"Drama, Romance",TV,,1996-08-07,12.0,3017,Low
67733,https://myanimelist.net67733,Anime Legend Chronicles Vol. 875,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 72],Adventure,TV,Bones,Feb 2013,65.0,11969,High
60822,https://myanimelist.net60822,Anime Legend Chronicles Vol. 876,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 38],"Drama, Fantasy, Sci-Fi, Comedy",OVA,Studio Pierrot,"Mar 04, 2006",,34550,Low
41493,https://myanimelist.net41493,Anime Legend Chronicles Vol. 877,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 29],Drama,TV,Studio_Alpha_316,"Jun 09, 1991",17.0,7979,Low
4309,https://myanimelist.net4309,Anime Legend Chronicles Vol. 878,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 47]","Sci-Fi, Drama, Adventure",TV,Studio_Alpha_187,2002-09-17,24.0,11898,Low
78967,https://myanimelist.net78967,Anime Legend Chronicles Vol. 879,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 74]","Romance, Drama, Action",Movie,Studio_Alpha_301,2014-09-21,35.0,1665,Low
5272,https://myanimelist.net5272,Anime Legend Chronicles Vol. 880,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 77]","Action, Slice of Life",OVA,Studio_Alpha_21,2020-11-19,29.0,198479,Low
90102,https://myanimelist.net90102,Anime Legend Chronicles Vol. 881,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 94]","Supernatural, Sci-Fi, Action, Thriller",TV,Studio_Alpha_15,"Apr 09, 1999",22.0,13425,Low
82903,https://myanimelist.net82903,Anime Legend Chronicles Vol. 882,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 89],"Fantasy, Sci-Fi, Slice of Life, Adventure",TV,Studio_Alpha_318,"May 11, 2001",11.0,6496,Low
17028,https://myanimelist.net17028,Anime Legend Chronicles Vol. 883,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 86],"Action, Supernatural, Comedy",OVA,Studio_Alpha_103,"Jul 29, 2019",15.0,1155,Low
88206,https://myanimelist.net88206,Anime Legend Chronicles Vol. 884,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 29],Slice of Life,TV,Studio_Alpha_164,May 1992,10.0,212118,High
42418,https://myanimelist.net42418,Anime Legend Chronicles Vol. 885,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 33],"Drama, Sci-Fi, Adventure, Thriller",Special,Studio_Alpha_267,"Aug 24, 2006",39.0,362,Low
56747,https://myanimelist.net56747,Anime Legend Chronicles Vol. 886,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 31]","Supernatural, Adventure, Thriller, Slice of Life",TV,Studio_Alpha_212,2006-10-30,15.0,21817,Low
44414,https://myanimelist.net44414,Anime Legend Chronicles Vol. 887,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 15],"Thriller, Slice of Life",TV,Studio_Alpha_181,2018-12-28,10.0,4457,Low
43102,https://myanimelist.net43102,Anime Legend Chronicles Vol. 888,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 56],"Romance, Slice of Life",TV,A-1 Pictures,"Jan 31, 2011",7.0,12360,High
82476,https://myanimelist.net82476,Anime Legend Chronicles Vol. 889,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 66],Slice of Life,TV,,"May 11, 2012",20.0,11482,Low
95205,https://myanimelist.net95205,Anime Legend Chronicles Vol. 890,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 46]","Adventure, Slice of Life",OVA,,"Feb 07, 2017",43.0,32803,Low
26868,https://myanimelist.net26868,Anime Legend Chronicles Vol. 891,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 39],"Fantasy, Action",Movie,,Jul 2008,16.0,13938,Low
87893,https://myanimelist.net87893,Anime Legend Chronicles Vol. 892,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 40]","Fantasy, Comedy",TV,Studio_Alpha_101,2012-01-28,13.0,25163,Low
56699,https://myanimelist.net56699,Anime Legend Chronicles Vol. 893,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 70],"Comedy, Fantasy",Special,Studio_Alpha_276,Mar 1993,5.0,7021,Low
76302,https://myanimelist.net76302,Anime Legend Chronicles Vol. 894,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 57],Thriller,OVA,,Feb 1996,6.0,8138,Low
44342,https://myanimelist.net44342,Anime Legend Chronicles Vol. 895,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 66]","Action, Romance",TV,Studio_Alpha_306,2014-04-17,17.0,64011,Low
50667,https://myanimelist.net50667,Anime Legend Chronicles Vol. 896,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 46],"Comedy, Drama",TV,Studio_Alpha_38,"Mar 10, 2002",23.0,22255,Low
73885,https://myanimelist.net73885,Anime Legend Chronicles Vol. 897,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 74],"Sci-Fi, Fantasy, Action, Slice of Life",TV,Studio_Alpha_250,"Dec 22, 2003",4.0,70863,High
99245,https://myanimelist.net99245,Anime Legend Chronicles Vol. 898,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 63]",Fantasy,Movie,Studio_Alpha_337,"Jul 03, 2006",6.0,3272,Low
12461,https://myanimelist.net12461,Anime Legend Chronicles Vol. 899,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 35],"Fantasy, Comedy, Thriller",Movie,Studio_Alpha_107,"Feb 23, 2019",3.0,10963,Low
32393,https://myanimelist.net32393,Anime Legend Chronicles Vol. 900,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 27]","Comedy, Action, Thriller",TV,A-1 Pictures,"Nov 02, 2008",16.0,3825,Low
99290,https://myanimelist.net99290,Anime Legend Chronicles Vol. 901,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 16],"Drama, Sci-Fi, Action",Movie,Studio_Alpha_53,Aug 1997,41.0,11000,Low
19922,https://myanimelist.net19922,Anime Legend Chronicles Vol. 902,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 57],"Slice of Life, Romance, Sci-Fi",Special,Studio_Alpha_265,Jun 2009,,2487,Low
94250,https://myanimelist.net94250,Anime Legend Chronicles Vol. 903,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 23]",Adventure,Movie,Studio_Alpha_291,Jan 1991,25.0,3689,Low
48371,https://myanimelist.net48371,Anime Legend Chronicles Vol. 904,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 25]","Adventure, Sci-Fi, Romance, Comedy",Movie,Studio_Alpha_128,Dec 2014,14.0,54188,Low
12806,https://myanimelist.net12806,Anime Legend Chronicles Vol. 905,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 20],Thriller,TV,Studio_Alpha_309,2012-05-02,5.0,2332,Low
92139,https://myanimelist.net92139,Anime Legend Chronicles Vol. 906,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 44],"Adventure, Fantasy, Slice of Life",TV,Studio_Alpha_343,2004-03-08,19.0,19517,Low
68553,https://myanimelist.net68553,Anime Legend Chronicles Vol. 907,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 75],"Drama, Supernatural, Adventure",Special,Studio_Alpha_223,2013-11-05,7.0,126111,Low
1573,https://myanimelist.net1573,Anime Legend Chronicles Vol. 908,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 65],"Slice of Life, Action",OVA,Studio_Alpha_17,1998-12-06,12.0,2622,Low
68511,https://myanimelist.net68511,Anime Legend Chronicles Vol. 909,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 38]","Fantasy, Comedy, Thriller",Movie,Studio_Alpha_307,2016-08-18,28.0,64312,Low
70554,https://myanimelist.net70554,Anime Legend Chronicles Vol. 910,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 54],"Adventure, Action, Comedy",TV,Studio_Alpha_271,2003-01-22,14.0,3232,Low
33865,https://myanimelist.net33865,Anime Legend Chronicles Vol. 911,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 63]","Adventure, Thriller, Action, Sci-Fi",OVA,Studio_Alpha_138,2000-11-07,13.0,8536,Low
16509,https://myanimelist.net16509,Anime Legend Chronicles Vol. 912,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 60]","Sci-Fi, Romance",Movie,Studio Pierrot,Oct 1997,13.0,81425,Low
69614,https://myanimelist.net69614,Anime Legend Chronicles Vol. 913,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 57]","Thriller, Fantasy, Comedy",Movie,Studio_Alpha_53,2019-12-24,16.0,1905,Low
17130,https://myanimelist.net17130,Anime Legend Chronicles Vol. 914,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 59],"Action, Comedy",Movie,Studio_Alpha_309,2000-05-02,,1495625,Low
6158,https://myanimelist.net6158,Anime Legend Chronicles Vol. 915,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 57]","Slice of Life, Romance",Special,,2011-02-21,64.0,11372,Low
46930,https://myanimelist.net46930,Anime Legend Chronicles Vol. 916,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 13],"Romance, Thriller, Comedy, Supernatural",TV,Studio_Alpha_14,"Feb 07, 2009",12.0,709245,High
31076,https://myanimelist.net31076,Anime Legend Chronicles Vol. 917,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 22],"Thriller, Sci-Fi",TV,Studio_Alpha_87,1992-02-27,6.0,281646,Low
84705,https://myanimelist.net84705,Anime Legend Chronicles Vol. 918,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 28],"Drama, Supernatural",OVA,Studio_Alpha_213,2008-04-18,35.0,24413,Low
23492,https://myanimelist.net23492,Anime Legend Chronicles Vol. 919,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 14],"Adventure, Fantasy, Thriller, Romance",TV,Studio_Alpha_217,1996-11-28,20.0,1146,Low
40127,https://myanimelist.net40127,Anime Legend Chronicles Vol. 920,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 70],Supernatural,Special,Studio Pierrot,2000-02-29,27.0,47412,High
77993,https://myanimelist.net77993,Anime Legend Chronicles Vol. 921,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 70],"Thriller, Action",TV,Studio_Alpha_52,Jan 2022,18.0,2035,Low
53794,https://myanimelist.net53794,Anime Legend Chronicles Vol. 922,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 88],"Fantasy, Comedy",OVA,Studio_Alpha_299,2019-02-16,12.0,13702,Low
26239,https://myanimelist.net26239,Anime Legend Chronicles Vol. 923,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 20]","Comedy, Fantasy, Action",OVA,Studio_Alpha_330,2004-07-05,9.0,12918,High
28459,https://myanimelist.net28459,Anime Legend Chronicles Vol. 924,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 42]","Romance, Comedy, Drama, Supernatural",Movie,Studio_Alpha_268,Dec 1996,16.0,11221,Low
20777,https://myanimelist.net20777,Anime Legend Chronicles Vol. 925,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 29],"Drama, Thriller, Fantasy, Sci-Fi",Movie,Studio_Alpha_265,May 2015,12.0,10447,Low
72572,https://myanimelist.net72572,Anime Legend Chronicles Vol. 926,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 87]","Drama, Fantasy",TV,Studio_Alpha_283,"Jan 29, 1992",9.0,4767,High
39572,https://myanimelist.net39572,Anime Legend Chronicles Vol. 927,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 64]","Slice of Life, Sci-Fi",TV,Sunrise,1993-07-31,12.0,3547,Low
84484,https://myanimelist.net84484,Anime Legend Chronicles Vol. 928,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 46]",Supernatural,OVA,Sunrise,2021-10-01,21.0,5089,Low
65227,https://myanimelist.net65227,Anime Legend Chronicles Vol. 929,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 48],"Romance, Fantasy, Action, Supernatural",OVA,Studio_Alpha_234,2016-02-06,33.0,91476,Low
42092,https://myanimelist.net42092,Anime Legend Chronicles Vol. 930,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 16]","Sci-Fi, Fantasy, Comedy, Slice of Life",TV,Studio_Alpha_43,2007-08-28,53.0,1184,High
22745,https://myanimelist.net22745,Anime Legend Chronicles Vol. 931,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 63],"Supernatural, Comedy",OVA,Studio_Alpha_213,2018-03-27,15.0,4008,Low
95734,https://myanimelist.net95734,Anime Legend Chronicles Vol. 932,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 68]","Thriller, Comedy, Sci-Fi, Supernatural",TV,Studio_Alpha_327,"Oct 26, 2021",22.0,485518,Low
20253,https://myanimelist.net20253,Anime Legend Chronicles Vol. 933,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 24]",Slice of Life,Movie,,2004-05-22,3.0,9263,Low
40691,https://myanimelist.net40691,Anime Legend Chronicles Vol. 934,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 86],"Drama, Sci-Fi, Action",TV,Studio_Alpha_292,Feb 2020,35.0,45821,High
17344,https://myanimelist.net17344,Anime Legend Chronicles Vol. 935,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 12]","Comedy, Supernatural, Sci-Fi",TV,Studio_Alpha_332,"Dec 12, 1998",3.0,3242,High
16820,https://myanimelist.net16820,Anime Legend Chronicles Vol. 936,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 83]","Slice of Life, Action, Drama",TV,Studio_Alpha_206,Jun 2018,63.0,1360,High
44641,https://myanimelist.net44641,Anime Legend Chronicles Vol. 937,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 28],"Thriller, Romance, Fantasy, Comedy",Movie,Studio_Alpha_214,Sep 2009,7.0,28365,Low
99990,https://myanimelist.net99990,Anime Legend Chronicles Vol. 938,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 64],"Sci-Fi, Adventure",Movie,Studio_Alpha_180,May 2006,13.0,6865,Low
27908,https://myanimelist.net27908,Anime Legend Chronicles Vol. 939,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 88]","Romance, Sci-Fi, Action, Comedy",TV,Toei Animation,1996-03-12,37.0,93526,Low
54676,https://myanimelist.net54676,Anime Legend Chronicles Vol. 940,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 40],"Adventure, Supernatural, Drama, Action",TV,Studio_Alpha_281,Mar 2010,10.0,4677,Low
83298,https://myanimelist.net83298,Anime Legend Chronicles Vol. 941,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 63]",Thriller,TV,Studio_Alpha_301,2010-07-31,13.0,13309,High
42358,https://myanimelist.net42358,Anime Legend Chronicles Vol. 942,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 95],"Fantasy, Comedy, Slice of Life",TV,Studio_Alpha_180,2019-01-27,5.0,189658,Low
6422,https://myanimelist.net6422,Anime Legend Chronicles Vol. 943,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 77]","Fantasy, Thriller",OVA,Studio_Alpha_292,Jan 2007,5.0,53706,Low
86928,https://myanimelist.net86928,Anime Legend Chronicles Vol. 944,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 18],"Romance, Supernatural, Thriller, Drama",Special,Studio_Alpha_68,"Mar 10, 1992",30.0,12300,Low
39411,https://myanimelist.net39411,Anime Legend Chronicles Vol. 945,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 79]","Thriller, Supernatural, Fantasy, Drama",OVA,Studio_Alpha_40,"Nov 12, 1990",22.0,23056,High
65707,https://myanimelist.net65707,Anime Legend Chronicles Vol. 946,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 74]",Romance,TV,Studio_Alpha_286,"Feb 11, 2010",3.0,61766,Low
78276,https://myanimelist.net78276,Anime Legend Chronicles Vol. 947,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 12]",Slice of Life,OVA,Studio_Alpha_15,"Apr 05, 1994",19.0,9840,Low
90409,https://myanimelist.net90409,Anime Legend Chronicles Vol. 948,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 70],Romance,TV,Studio_Alpha_63,"Nov 12, 2010",26.0,678,High
47674,https://myanimelist.net47674,Anime Legend Chronicles Vol. 949,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 91]",Adventure,Movie,,2008-10-28,14.0,664,Low
34104,https://myanimelist.net34104,Anime Legend Chronicles Vol. 950,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 57],"Thriller, Slice of Life, Adventure",Movie,,"Feb 27, 1993",9.0,13903,Low
24264,https://myanimelist.net24264,Anime Legend Chronicles Vol. 951,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 12],Action,TV,Studio_Alpha_323,2004-07-17,5.0,8739,Low
81508,https://myanimelist.net81508,Anime Legend Chronicles Vol. 952,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 18],"Supernatural, Fantasy",Movie,Studio_Alpha_105,2015-03-01,9.0,80304,High
66786,https://myanimelist.net66786,Anime Legend Chronicles Vol. 953,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 40],"Adventure, Sci-Fi, Romance, Drama",TV,Studio_Alpha_174,Jan 2011,13.0,150611,Low
40649,https://myanimelist.net40649,Anime Legend Chronicles Vol. 954,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 84]","Romance, Thriller, Sci-Fi",TV,Studio_Alpha_284,"Dec 13, 2015",43.0,39958,Low
14852,https://myanimelist.net14852,Anime Legend Chronicles Vol. 955,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 27],Sci-Fi,TV,Studio_Alpha_79,"Oct 05, 2006",26.0,44526,Low
38815,https://myanimelist.net38815,Anime Legend Chronicles Vol. 956,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 55]",Supernatural,Movie,Studio_Alpha_343,2001-01-18,9.0,227991,Low
37505,https://myanimelist.net37505,Anime Legend Chronicles Vol. 957,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 53]","Action, Adventure, Romance, Drama",TV,Studio_Alpha_39,"Mar 23, 2018",23.0,437,Low
15311,https://myanimelist.net15311,Anime Legend Chronicles Vol. 958,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 97],"Fantasy, Comedy, Drama",TV,Studio_Alpha_79,Feb 1998,54.0,932,High
93953,https://myanimelist.net93953,Anime Legend Chronicles Vol. 959,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 99],"Drama, Sci-Fi, Romance",Special,Studio_Alpha_252,"Oct 17, 1993",11.0,1838,Low
