age,nationality,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,growth_dynamic,growth_percentage,avg_minutes_per_match,goals_per_90,assists_per_90,total_contributions,points_per_90,contract_expiry,contract_ration,career_phase,player_role_cluster,investment_class
28,2,0,66,87,7,19,23,3658,105.67,1,1,1,21,31.818181818181817,522.5714285714286,0.4674685620557682,0.565882996172772,42,1.0333515582285402,29,0.03571428571428571,2,1,3
30,2,4,60,68,21,14,19,3782,93.89,4,1,1,8,13.333333333333334,180.0952380952381,0.3331570597567425,0.4521417239555791,33,0.7852987837123215,34,0.13333333333333333,1,1,2
18,7,2,91,87,51,25,13,3995,57.84,2,0,0,4,-4.395604395604396,78.33333333333333,0.5632040050062578,0.2928660826032541,38,0.8560700876095119,20,0.1111111111111111,0,1,0
35,6,0,68,73,24,8,3,4456,135.0,1,1,1,5,7.352941176470589,185.66666666666666,0.16157989228007183,0.06059245960502693,11,0.22217235188509873,36,0.02857142857142857,2,1,2
34,4,4,88,88,47,0,24,4277,128.8,5,0,1,0,0.0,91.0,0.0,0.5050268880056114,24,0.5050268880056114,39,0.14705882352941177,1,1,0
19,6,2,85,85,11,34,10,1474,50.89,4,0,2,0,0.0,134.0,2.0759837177747626,0.6105834464043419,44,2.6865671641791042,23,0.21052631578947367,3,1,0
39,1,6,82,80,8,19,2,4409,58.52,0,0,1,2,-2.4390243902439024,551.125,0.38784304831027444,0.04082558403266047,21,0.4286686323429349,39,0.0,2,1,2
33,3,3,88,89,9,5,22,2068,52.11,5,0,1,1,1.1363636363636365,229.77777777777777,0.21760154738878146,0.9574468085106382,27,1.1750483558994198,38,0.15151515151515152,1,1,0
24,2,8,92,90,47,9,16,3767,23.63,1,0,2,2,-2.1739130434782608,80.14893617021276,0.2150252190071675,0.38226705601274225,25,0.5972922750199098,25,0.041666666666666664,0,1,0
26,6,4,66,73,9,32,6,2852,135.62,4,0,1,7,10.606060606060606,316.8888888888889,1.0098176718092566,0.18934081346423562,38,1.1991584852734922,30,0.15384615384615385,3,1,2
18,1,3,71,79,8,15,10,402,8.81,5,0,2,8,11.267605633802818,50.25,3.3582089552238803,2.238805970149254,25,5.597014925373134,23,0.2777777777777778,3,2,2
35,2,1,90,97,25,35,17,1147,27.53,4,0,1,7,7.777777777777778,45.88,2.7462946817785525,1.3339145597210114,52,4.080209241499564,39,0.11428571428571428,1,2,0
25,3,5,91,65,34,5,13,612,19.4,3,1,1,26,-28.57142857142857,18.0,0.7352941176470589,1.911764705882353,18,2.6470588235294117,28,0.12,3,0,2
23,6,0,79,69,26,18,13,1876,148.65,5,1,0,10,-12.658227848101266,72.15384615384616,0.863539445628998,0.6236673773987207,31,1.4872068230277184,28,0.21739130434782608,3,1,2
20,2,4,76,73,30,30,5,1613,8.4,4,0,1,3,-3.9473684210526314,53.766666666666666,1.6738995660260383,0.27898326100433973,35,1.952882827030378,24,0.2,3,2,2
37,4,5,62,70,18,1,8,3017,119.8,5,0,1,8,12.903225806451612,167.61111111111111,0.029830957905203844,0.23864766324163075,9,0.26847862114683463,42,0.13513513513513514,1,1,2
34,5,5,60,92,42,17,21,1734,8.48,3,0,0,32,53.333333333333336,41.285714285714285,0.8823529411764706,1.0899653979238755,38,1.9723183391003463,37,0.08823529411764706,1,2,3
29,4,8,86,90,37,27,2,3548,141.67,0,0,1,4,4.651162790697675,95.89189189189189,0.6848928974069898,0.050732807215332576,29,0.7356257046223225,29,0.0,2,1,0
27,7,2,92,92,5,3,16,2919,164.33,0,0,1,0,0.0,583.8,0.09249743062692703,0.4933196300102775,19,0.5858170606372045,27,0.0,0,1,0
20,7,4,79,79,14,0,11,2150,87.89,2,0,1,0,0.0,153.57142857142858,0.0,0.4604651162790697,11,0.4604651162790697,22,0.1,0,1,2
37,2,3,73,70,28,15,3,2380,144.92,5,0,2,3,-4.10958904109589,85.0,0.5672268907563025,0.11344537815126052,18,0.680672268907563,42,0.13513513513513514,1,1,2
20,5,7,64,91,46,1,19,1810,127.3,3,0,1,27,42.1875,39.34782608695652,0.04972375690607735,0.9447513812154696,20,0.9944751381215469,23,0.15,3,2,3
26,1,4,82,68,44,35,15,3201,143.32,4,0,2,14,-17.073170731707318,72.75,0.9840674789128397,0.42174320524835984,50,1.4058106841611997,30,0.15384615384615385,3,1,2
21,4,4,74,75,53,0,23,752,138.14,2,1,1,1,1.3513513513513513,14.18867924528302,0.0,2.752659574468085,23,2.752659574468085,23,0.09523809523809523,0,0,2
25,1,4,65,85,4,38,9,2472,37.36,5,0,1,20,30.76923076923077,618.0,1.383495145631068,0.3276699029126214,47,1.7111650485436893,30,0.2,3,1,3
19,5,5,92,94,13,22,6,1341,90.17,2,0,2,2,2.1739130434782608,103.15384615384616,1.4765100671140938,0.40268456375838924,28,1.8791946308724832,21,0.10526315789473684,0,1,0
33,1,0,78,82,52,25,9,504,172.89,5,0,1,4,5.128205128205128,9.692307692307692,4.464285714285714,1.607142857142857,34,6.071428571428571,38,0.15151515151515152,1,0,2
19,5,5,72,67,1,10,6,3482,62.16,0,0,1,5,-6.944444444444445,3482.0,0.2584721424468696,0.15508328546812178,16,0.4135554279149914,19,0.0,0,1,2
32,2,0,88,76,22,0,22,1969,174.7,4,0,2,12,-13.636363636363635,89.5,0.0,1.005586592178771,22,1.005586592178771,36,0.125,1,1,2
20,1,7,65,91,43,10,17,4049,105.18,3,1,0,26,40.0,94.16279069767442,0.22227710545813784,0.37787107927883434,27,0.6001481847369721,23,0.15,3,1,3
34,4,5,74,94,51,23,8,4147,83.36,0,1,1,20,27.027027027027028,81.31372549019608,0.49915601639739576,0.17361948396431157,31,0.6727755003617072,34,0.0,2,1,3
33,3,0,75,85,45,9,21,3637,118.57,2,0,2,10,13.333333333333334,80.82222222222222,0.22271102557052516,0.5196590596645587,30,0.7423700852350839,35,0.06060606060606061,2,1,2
23,7,5,83,85,18,13,17,2422,146.94,1,0,1,2,2.4096385542168677,134.55555555555554,0.48307184145334436,0.6317093311312965,30,1.1147811725846408,24,0.043478260869565216,0,1,2
39,3,1,82,79,23,13,16,4484,71.26,2,1,0,3,-3.6585365853658534,194.95652173913044,0.2609277430865299,0.32114183764495985,29,0.5820695807314897,41,0.05128205128205128,2,1,2
21,1,5,69,82,19,6,10,673,6.42,1,0,0,13,18.84057971014493,35.421052631578945,0.8023774145616641,1.337295690936107,16,2.139673105497771,22,0.047619047619047616,0,2,2
28,3,7,76,93,46,22,0,592,127.73,5,0,0,17,22.36842105263158,12.869565217391305,3.3445945945945947,0.0,22,3.3445945945945947,33,0.17857142857142858,1,0,1
33,4,7,89,85,26,21,16,2779,172.13,0,1,1,4,-4.49438202247191,106.88461538461539,0.6801007556675063,0.5181720043181,37,1.1982727599856065,33,0.0,2,1,0
39,4,0,69,81,51,35,3,3668,112.69,5,0,1,12,17.391304347826086,71.92156862745098,0.8587786259541985,0.07360959651035986,38,0.9323882224645583,44,0.1282051282051282,1,1,2
29,1,0,78,82,23,26,3,2552,34.32,3,0,1,4,5.128205128205128,110.95652173913044,0.9169278996865203,0.10579937304075236,29,1.0227272727272727,32,0.10344827586206896,1,1,2
39,2,7,88,76,16,1,13,4178,45.06,4,0,1,12,-13.636363636363635,261.125,0.0215414073719483,0.2800382958353279,14,0.30157970320727623,43,0.10256410256410256,1,1,2
19,3,7,61,75,24,38,8,3138,163.8,1,0,2,14,22.950819672131146,130.75,1.089866156787763,0.2294455066921606,46,1.3193116634799236,20,0.05263157894736842,0,1,2
25,2,8,78,84,45,18,12,2500,2.93,4,0,1,6,7.6923076923076925,55.55555555555556,0.648,0.43199999999999994,30,1.08,29,0.16,3,2,2
33,2,4,66,73,54,6,15,2793,99.0,5,0,2,7,10.606060606060606,51.72222222222222,0.19334049409237378,0.4833512352309345,21,0.6766917293233082,38,0.15151515151515152,1,2,2
33,5,6,85,65,30,11,0,4293,28.98,0,0,0,20,-23.52941176470588,143.1,0.23060796645702306,0.0,11,0.23060796645702306,33,0.0,2,1,2
36,0,5,74,67,27,2,2,1712,51.26,0,0,1,7,-9.45945945945946,63.407407407407405,0.10514018691588785,0.10514018691588785,4,0.2102803738317757,36,0.0,2,2,2
32,1,2,62,85,49,4,18,2345,55.6,5,0,2,23,37.096774193548384,47.857142857142854,0.15351812366737738,0.6908315565031983,22,0.8443496801705757,37,0.15625,1,2,3
38,7,4,75,87,27,7,7,299,39.86,5,0,1,12,16.0,11.074074074074074,2.1070234113712374,2.1070234113712374,14,4.214046822742475,43,0.13157894736842105,1,0,2
29,4,6,61,73,21,13,17,4224,142.73,0,1,1,12,19.672131147540984,201.14285714285714,0.27698863636363635,0.36221590909090906,30,0.6392045454545454,29,0.0,2,1,2
35,4,8,90,83,4,35,5,1906,60.13,3,0,1,7,-7.777777777777778,476.5,1.652675760755509,0.23609653725078697,40,1.8887722980062958,38,0.08571428571428572,1,1,2
33,1,2,87,83,53,6,19,2485,62.51,1,0,1,4,-4.597701149425287,46.886792452830186,0.21730382293762576,0.6881287726358148,25,0.9054325955734407,34,0.030303030303030304,2,2,2
20,5,0,66,87,43,6,5,206,81.81,4,0,1,21,31.818181818181817,4.790697674418604,2.621359223300971,2.1844660194174756,11,4.805825242718447,24,0.2,3,0,3
28,6,7,89,91,41,31,4,293,162.46,2,1,2,2,2.247191011235955,7.146341463414634,9.522184300341298,1.2286689419795223,35,10.750853242320819,30,0.07142857142857142,2,0,0
25,6,1,66,91,7,7,11,1873,124.03,5,1,2,25,37.878787878787875,267.57142857142856,0.33635878270154834,0.5285638013881473,18,0.8649225840896957,30,0.2,3,1,3
35,6,3,88,76,37,11,8,3758,11.58,5,0,1,12,-13.636363636363635,101.56756756756756,0.26343799893560405,0.19159127195316655,19,0.4550292708887706,40,0.14285714285714285,1,1,2
28,5,7,83,91,27,9,8,2088,7.55,0,0,0,8,9.63855421686747,77.33333333333333,0.3879310344827586,0.3448275862068965,17,0.7327586206896551,28,0.0,2,1,2
25,7,1,63,98,46,13,16,1772,102.17,4,0,0,35,55.55555555555556,38.52173913043478,0.6602708803611739,0.8126410835214446,29,1.4729119638826185,29,0.16,3,2,3
23,4,6,88,97,11,8,18,2863,159.73,4,0,2,9,10.227272727272728,260.27272727272725,0.25148445686342996,0.5658400279427175,26,0.8173244848061474,27,0.17391304347826086,3,1,0
30,1,0,64,92,24,37,16,4373,58.52,3,0,1,28,43.75,182.20833333333334,0.7614909672993369,0.3292933912645781,53,1.090784358563915,33,0.1,1,1,3
36,5,2,88,95,37,29,21,3426,44.98,1,0,1,7,7.954545454545454,92.5945945945946,0.7618213660245184,0.5516637478108581,50,1.3134851138353765,37,0.027777777777777776,2,1,0
35,4,6,89,96,43,4,15,528,134.8,3,1,2,7,7.865168539325842,12.279069767441861,0.6818181818181819,2.5568181818181817,19,3.2386363636363638,38,0.08571428571428572,1,0,0
31,2,7,88,84,14,0,11,2133,108.58,3,0,0,4,-4.545454545454546,152.35714285714286,0.0,0.4641350210970464,11,0.4641350210970464,34,0.0967741935483871,1,1,2
32,3,7,85,95,43,0,2,1924,101.92,4,0,1,10,11.76470588235294,44.74418604651163,0.0,0.09355509355509356,2,0.09355509355509356,36,0.125,1,2,0
37,3,2,78,95,40,19,13,1360,27.3,1,0,2,17,21.794871794871796,34.0,1.2573529411764706,0.8602941176470589,32,2.1176470588235294,38,0.02702702702702703,2,2,1
21,5,3,85,86,50,10,16,862,32.09,1,1,1,1,1.1764705882352942,17.24,1.0440835266821344,1.6705336426914152,26,2.71461716937355,22,0.047619047619047616,0,0,0
19,4,1,86,73,52,25,21,3216,51.08,1,1,2,13,-15.11627906976744,61.84615384615385,0.6996268656716418,0.5876865671641791,46,1.287313432835821,20,0.05263157894736842,0,2,2
28,0,6,89,73,33,2,15,2362,37.63,0,0,1,16,-17.97752808988764,71.57575757575758,0.07620660457239627,0.5715495342929721,17,0.6477561388653683,28,0.0,2,1,2
36,7,0,89,79,44,5,20,4320,174.87,1,0,2,10,-11.235955056179774,98.18181818181819,0.10416666666666666,0.41666666666666663,25,0.5208333333333333,37,0.027777777777777776,2,1,2
37,6,7,62,77,12,10,11,3494,3.84,4,0,2,15,24.193548387096776,291.1666666666667,0.25758443045220375,0.28334287349742415,21,0.540927303949628,41,0.10810810810810811,1,1,1
20,7,6,66,86,7,7,23,1967,112.88,0,1,1,20,30.303030303030305,281.0,0.32028469750889677,1.052364006100661,30,1.3726487036095576,20,0.0,0,1,3
37,7,3,68,80,12,28,1,67,93.41,2,0,1,12,17.647058823529413,5.583333333333333,37.61194029850746,1.3432835820895521,29,38.95522388059701,39,0.05405405405405406,2,0,2
39,5,6,72,96,35,9,7,1642,58.52,5,0,0,24,33.33333333333333,46.91428571428571,0.4933008526187576,0.38367844092570036,16,0.8769792935444579,44,0.1282051282051282,1,2,3
32,2,2,74,66,5,33,11,1020,159.82,3,0,2,8,-10.81081081081081,204.0,2.9117647058823533,0.9705882352941176,44,3.8823529411764706,35,0.09375,1,1,2
23,7,0,64,90,37,23,20,3143,120.79,1,1,2,26,40.625,84.94594594594595,0.6586064269805918,0.5727012408526885,43,1.2313076678332804,24,0.043478260869565216,0,1,3
29,3,8,88,78,31,16,15,1470,179.7,2,0,2,10,-11.363636363636363,47.41935483870968,0.9795918367346939,0.9183673469387754,31,1.8979591836734693,31,0.06896551724137931,2,2,2
37,2,2,94,98,20,31,7,1382,30.77,1,0,0,4,4.25531914893617,69.1,2.0188133140376268,0.4558610709117221,38,2.4746743849493487,38,0.02702702702702703,2,3,0
26,1,6,86,72,43,10,15,2930,16.27,3,0,1,14,-16.27906976744186,68.13953488372093,0.30716723549488056,0.4607508532423208,25,0.7679180887372014,29,0.11538461538461539,3,2,2
23,7,8,86,85,43,33,9,1336,25.52,4,0,0,1,-1.1627906976744187,31.069767441860463,2.2230538922155687,0.6062874251497006,42,2.8293413173652695,27,0.17391304347826086,3,2,0
30,7,7,67,92,48,23,19,3166,48.84,4,0,1,25,37.3134328358209,65.95833333333333,0.6538218572331017,0.540113708149084,42,1.1939355653821857,34,0.13333333333333333,1,2,3
21,1,8,91,70,6,4,14,1242,75.31,3,0,1,21,-23.076923076923077,207.0,0.2898550724637681,1.0144927536231885,18,1.3043478260869565,24,0.14285714285714285,3,1,2
19,7,3,79,84,25,28,3,1705,155.34,2,0,2,5,6.329113924050633,68.2,1.4780058651026393,0.15835777126099707,31,1.6363636363636362,21,0.10526315789473684,0,2,2
39,1,5,69,95,14,33,14,3199,51.4,0,1,0,26,37.68115942028986,228.5,0.9284151297280401,0.3938730853391685,47,1.3222882150672086,39,0.0,2,1,3
27,2,3,72,97,48,15,3,2594,164.79,5,1,1,25,34.72222222222222,54.041666666666664,0.5204317656129529,0.1040863531225906,18,0.6245181187355435,32,0.18518518518518517,3,2,3
27,3,2,88,71,41,24,10,3937,83.59,5,1,1,17,-19.318181818181817,96.02439024390245,0.5486410972821946,0.2286004572009144,34,0.7772415544831089,32,0.18518518518518517,3,1,2
34,1,5,94,72,22,36,5,1679,116.65,5,0,2,22,-23.404255319148938,76.31818181818181,1.9297200714711138,0.26801667659321027,41,2.197736748064324,39,0.14705882352941177,1,1,2
31,0,2,67,73,51,7,3,1315,47.96,0,1,1,6,8.955223880597014,25.784313725490197,0.4790874524714829,0.20532319391634982,10,0.6844106463878327,31,0.0,2,0,2
28,5,0,88,66,37,28,8,567,28.5,1,0,0,22,-25.0,15.324324324324325,4.444444444444445,1.2698412698412698,36,5.7142857142857135,29,0.03571428571428571,2,0,2
25,5,4,90,81,40,24,8,2704,156.57,3,0,2,9,-10.0,67.6,0.7988165680473372,0.2662721893491124,32,1.0650887573964496,28,0.12,3,2,2
26,1,7,89,81,14,22,2,2451,20.16,3,1,0,8,-8.98876404494382,175.07142857142858,0.8078335373317014,0.07343941248470012,24,0.8812729498164014,29,0.11538461538461539,3,1,2
28,5,7,81,94,47,33,22,1748,139.44,0,0,1,13,16.049382716049383,37.191489361702125,1.6990846681922198,1.1327231121281465,55,2.8318077803203665,28,0.0,2,2,2
33,7,6,80,70,52,2,4,647,104.79,2,1,1,10,-12.5,12.442307692307692,0.2782071097372488,0.5564142194744977,6,0.8346213292117465,35,0.06060606060606061,2,0,2
22,6,1,71,68,39,29,14,2193,155.07,5,0,2,3,-4.225352112676056,56.23076923076923,1.1901504787961696,0.5745554035567715,43,1.7647058823529411,27,0.22727272727272727,3,2,2
23,6,2,70,73,15,33,8,2808,129.35,3,0,1,3,4.285714285714286,187.2,1.0576923076923077,0.25641025641025644,41,1.314102564102564,26,0.13043478260869565,3,1,2
30,5,4,61,70,31,31,1,124,51.06,4,0,2,9,14.754098360655737,4.0,22.5,0.7258064516129032,32,23.225806451612904,34,0.13333333333333333,1,0,2
29,2,4,61,77,36,28,2,1537,103.61,4,0,1,16,26.229508196721312,42.69444444444444,1.6395575797007158,0.11711125569290827,30,1.756668835393624,33,0.13793103448275862,1,2,1
24,4,3,93,86,17,8,20,1970,2.85,3,0,1,7,-7.526881720430108,115.88235294117646,0.3654822335025381,0.9137055837563451,28,1.2791878172588833,27,0.125,3,1,0
26,2,3,62,92,19,1,11,2762,85.8,5,0,0,30,48.38709677419355,145.3684210526316,0.03258508327299058,0.3584359160028964,12,0.39102099927588707,31,0.19230769230769232,3,1,3
25,4,1,75,94,45,38,15,1817,15.94,5,0,2,19,25.333333333333336,40.37777777777778,1.8822234452394058,0.7429829389102917,53,2.6252063841496973,30,0.2,3,2,1
34,6,6,63,66,1,6,4,814,77.5,5,0,1,3,4.761904761904762,814.0,0.6633906633906634,0.44226044226044225,10,1.1056511056511056,39,0.14705882352941177,1,1,2
18,6,8,82,72,54,4,9,3101,20.18,2,0,0,10,-12.195121951219512,57.425925925925924,0.11609158336020638,0.26120606256046436,13,0.3772976459206707,20,0.1111111111111111,0,2,2
21,1,3,79,73,22,7,14,4151,172.01,4,0,2,6,-7.59493670886076,188.6818181818182,0.15177065767284992,0.30354131534569984,21,0.4553119730185497,25,0.19047619047619047,3,1,2
21,3,6,84,65,29,31,13,1654,94.39,2,0,2,19,-22.61904761904762,57.03448275862069,1.6868198307134221,0.7073760580411125,44,2.3941958887545343,23,0.09523809523809523,0,2,2
22,0,0,89,77,2,17,13,131,164.42,0,1,1,12,-13.48314606741573,65.5,11.679389312977099,8.931297709923664,30,20.610687022900763,22,0.0,0,2,2
35,2,7,77,79,45,37,22,230,4.51,1,0,1,2,2.5974025974025974,5.111111111111111,14.478260869565217,8.608695652173914,59,23.086956521739133,36,0.02857142857142857,2,0,2
24,7,7,70,96,38,17,12,394,114.96,5,0,0,26,37.142857142857146,10.368421052631579,3.8832487309644668,2.7411167512690358,29,6.624365482233502,29,0.20833333333333334,3,0,3
32,4,6,88,98,46,15,15,3573,55.6,0,0,1,10,11.363636363636363,77.67391304347827,0.3778337531486146,0.3778337531486146,30,0.7556675062972292,32,0.0,2,1,0
29,5,1,76,95,48,20,7,981,78.01,1,0,1,19,25.0,20.4375,1.834862385321101,0.6422018348623854,27,2.4770642201834865,30,0.034482758620689655,2,0,1
17,7,4,85,78,0,9,7,932,157.22,4,1,1,7,-8.235294117647058,0.0,0.8690987124463521,0.6759656652360515,16,1.5450643776824033,21,0.23529411764705882,3,0,2
38,3,1,82,78,40,3,16,1409,176.41,1,0,1,4,-4.878048780487805,35.225,0.19162526614620298,1.022001419446416,19,1.213626685592619,39,0.02631578947368421,2,2,2
36,4,6,79,93,21,7,16,2955,44.75,1,0,2,14,17.72151898734177,140.71428571428572,0.2131979695431472,0.4873096446700508,23,0.700507614213198,37,0.027777777777777776,2,1,2
33,2,2,61,83,28,18,2,2741,170.71,3,1,1,22,36.0655737704918,97.89285714285714,0.5910251732944181,0.06566946369937979,20,0.6566946369937979,36,0.09090909090909091,1,1,1
23,1,5,83,91,13,39,0,2938,124.13,1,0,1,8,9.63855421686747,226.0,1.1946902654867257,0.0,39,1.1946902654867257,24,0.043478260869565216,0,1,2
29,7,7,90,73,47,39,16,3420,171.28,3,0,0,17,-18.88888888888889,72.76595744680851,1.0263157894736843,0.4210526315789474,55,1.4473684210526314,32,0.10344827586206896,1,1,2
20,3,6,86,92,27,8,23,2504,101.44,1,1,2,6,6.976744186046512,92.74074074074075,0.2875399361022364,0.8266773162939297,31,1.114217252396166,21,0.05,0,1,0
20,2,4,61,88,20,29,15,3033,172.96,3,0,1,27,44.26229508196721,151.65,0.8605341246290801,0.4451038575667655,44,1.3056379821958457,23,0.15,3,1,3
22,6,5,73,92,44,16,16,3979,160.7,4,0,2,19,26.027397260273972,90.43181818181819,0.36189997486805725,0.36189997486805725,32,0.7237999497361145,26,0.18181818181818182,3,1,3
35,6,0,63,82,31,39,24,3823,23.58,4,0,1,19,30.158730158730158,123.3225806451613,0.9181271252942714,0.5650013078733979,63,1.4831284331676695,39,0.11428571428571428,1,1,1
28,2,3,72,89,5,14,1,4480,56.29,1,0,1,17,23.61111111111111,896.0,0.28125,0.020089285714285712,15,0.3013392857142857,29,0.03571428571428571,2,1,3
38,2,2,94,68,53,3,24,711,44.13,2,1,2,26,-27.659574468085108,13.415094339622641,0.37974683544303794,3.0379746835443036,27,3.4177215189873418,40,0.05263157894736842,2,0,2
23,2,3,67,78,0,5,13,2976,103.19,4,0,2,11,16.417910447761194,0.0,0.15120967741935484,0.39314516129032256,18,0.5443548387096774,27,0.17391304347826086,3,0,2
26,4,5,61,90,20,15,6,1471,144.6,0,0,0,29,47.540983606557376,73.55,0.9177430319510537,0.3670972127804215,21,1.284840244731475,26,0.0,0,1,3
35,2,5,65,72,3,25,24,3699,136.81,0,1,2,7,10.76923076923077,1233.0,0.608272506082725,0.5839416058394161,49,1.1922141119221412,35,0.0,2,1,2
23,7,3,90,88,2,36,18,3186,130.95,3,0,0,2,-2.2222222222222223,1593.0,1.0169491525423728,0.5084745762711864,54,1.5254237288135593,26,0.13043478260869565,3,1,0
19,3,4,69,80,48,22,0,1142,67.86,2,0,0,11,15.942028985507244,23.791666666666668,1.733800350262697,0.0,22,1.733800350262697,21,0.10526315789473684,0,0,2
29,4,4,80,84,29,12,16,3981,25.56,5,0,2,4,5.0,137.27586206896552,0.2712886209495102,0.3617181612660135,28,0.6330067822155238,34,0.1724137931034483,1,1,2
29,2,8,69,79,30,16,9,2568,38.3,3,0,0,10,14.492753623188406,85.6,0.5607476635514018,0.31542056074766356,25,0.8761682242990654,32,0.10344827586206896,1,1,2
34,0,0,82,71,33,26,5,1608,133.63,1,0,2,11,-13.414634146341465,48.72727272727273,1.4552238805970148,0.27985074626865675,31,1.7350746268656716,35,0.029411764705882353,2,2,2
36,5,4,62,81,18,21,6,3822,26.98,4,0,1,19,30.64516129032258,212.33333333333334,0.4945054945054945,0.141287284144427,27,0.6357927786499216,40,0.1111111111111111,1,1,1
24,0,0,91,86,19,36,24,1897,40.52,2,0,1,5,-5.4945054945054945,99.84210526315789,1.7079599367422247,1.1386399578281496,60,2.846599894570374,26,0.08333333333333333,0,1,0
25,3,0,79,86,22,18,5,2192,76.71,3,0,1,7,8.860759493670885,99.63636363636364,0.739051094890511,0.2052919708029197,23,0.9443430656934306,28,0.12,3,1,2
23,6,5,69,76,53,38,4,4072,13.44,3,1,0,7,10.144927536231885,76.83018867924528,0.8398821218074657,0.08840864440078584,42,0.9282907662082516,26,0.13043478260869565,3,1,2
17,1,0,88,82,39,34,1,1091,38.68,0,0,2,6,-6.8181818181818175,27.974358974358974,2.8047662694775433,0.08249312557286893,35,2.8872593950504126,17,0.0,0,0,2
19,1,2,93,79,24,12,17,699,27.38,1,0,2,14,-15.053763440860216,29.125,1.5450643776824033,2.188841201716738,29,3.733905579399142,20,0.05263157894736842,0,0,2
29,5,3,79,80,14,13,23,4092,171.26,3,0,1,1,1.2658227848101267,292.2857142857143,0.2859237536656892,0.5058651026392962,36,0.7917888563049854,32,0.10344827586206896,1,1,2
33,6,8,67,69,37,30,16,1901,34.88,0,0,2,2,2.9850746268656714,51.37837837837838,1.4203051025775908,0.7574960547080484,46,2.1778011572856393,33,0.0,2,2,2
17,4,6,66,66,22,1,23,2178,155.19,2,0,1,0,0.0,99.0,0.04132231404958678,0.9504132231404958,24,0.9917355371900827,19,0.11764705882352941,0,1,2
22,4,1,65,92,51,38,22,732,21.11,3,1,0,27,41.53846153846154,14.352941176470589,4.672131147540984,2.704918032786885,60,7.377049180327869,25,0.13636363636363635,3,0,3
37,4,8,70,91,1,36,6,512,156.61,5,0,0,21,30.0,512.0,6.328125,1.0546875,42,7.3828125,42,0.13513513513513514,1,1,3
22,1,2,77,95,14,13,20,2687,108.1,5,0,2,18,23.376623376623375,191.92857142857142,0.43542984741347224,0.6698920729438035,33,1.1053219203572757,27,0.22727272727272727,3,1,1
28,0,8,88,65,51,8,18,4096,153.02,0,1,1,23,-26.136363636363637,80.31372549019608,0.17578125,0.3955078125,26,0.5712890625,28,0.0,2,1,2
29,1,0,84,93,43,9,6,3756,156.19,5,0,1,9,10.714285714285714,87.34883720930233,0.21565495207667731,0.1437699680511182,15,0.35942492012779553,34,0.1724137931034483,1,1,2
29,7,5,80,65,34,6,22,431,107.55,1,0,1,15,-18.75,12.676470588235293,1.2529002320185614,4.593967517401392,28,5.846867749419953,30,0.034482758620689655,2,0,2
31,2,1,62,72,9,27,6,4494,165.23,4,0,1,10,16.129032258064516,499.3333333333333,0.540720961281709,0.12016021361815754,33,0.6608811748998664,35,0.12903225806451613,1,1,2
37,4,4,77,80,13,24,15,807,105.59,5,0,0,3,3.896103896103896,62.07692307692308,2.6765799256505574,1.6728624535315986,39,4.349442379182157,42,0.13513513513513514,1,2,2
32,0,5,83,92,26,27,11,1279,128.41,2,1,1,9,10.843373493975903,49.19230769230769,1.8999218139171226,0.7740422204847537,38,2.6739640344018767,34,0.0625,2,2,2
38,3,0,69,86,53,1,14,2221,75.19,3,1,2,17,24.637681159420293,41.905660377358494,0.040522287257991896,0.5673120216118865,15,0.6078343088698784,41,0.07894736842105263,1,2,3
37,5,0,86,82,13,16,14,854,164.58,0,0,2,4,-4.651162790697675,65.6923076923077,1.6861826697892273,1.4754098360655739,30,3.161592505854801,37,0.0,2,2,2
27,3,1,71,86,34,3,10,3212,148.44,3,0,1,15,21.12676056338028,94.47058823529412,0.08405977584059776,0.28019925280199254,13,0.36425902864259024,30,0.1111111111111111,3,1,3
21,2,1,66,76,32,12,1,2586,30.43,4,0,1,10,15.151515151515152,80.8125,0.4176334106728538,0.03480278422273782,13,0.45243619489559167,25,0.19047619047619047,3,1,2
20,0,7,76,83,51,17,2,2768,103.96,3,0,0,7,9.210526315789473,54.27450980392157,0.5527456647398844,0.06502890173410404,19,0.6177745664739884,23,0.15,3,2,2
19,1,5,60,89,0,2,18,4338,161.48,3,0,1,29,48.333333333333336,0.0,0.04149377593360996,0.37344398340248963,20,0.4149377593360996,22,0.15789473684210525,3,0,3
35,1,4,85,69,33,36,19,3340,142.86,0,0,2,16,-18.823529411764707,101.21212121212122,0.9700598802395209,0.5119760479041916,55,1.4820359281437128,35,0.0,2,1,2
36,7,8,74,98,18,32,24,3228,173.28,4,1,1,24,32.432432432432435,179.33333333333334,0.8921933085501859,0.6691449814126393,56,1.5613382899628254,40,0.1111111111111111,1,1,3
34,7,0,92,74,23,23,14,1619,42.02,2,0,0,18,-19.565217391304348,70.3913043478261,1.2785670166769612,0.7782581840642372,37,2.0568252007411982,36,0.058823529411764705,2,1,2
31,1,0,90,71,41,7,15,275,66.46,0,1,1,19,-21.11111111111111,6.7073170731707314,2.290909090909091,4.909090909090909,22,7.2,31,0.0,2,0,2
25,3,7,94,79,3,34,0,4103,91.54,4,0,2,15,-15.957446808510639,1367.6666666666667,0.7457957592005848,0.0,34,0.7457957592005848,29,0.16,3,1,2
